#A  P  sigma   slow   shigh   mu  
31.623 0.001 0.4493 0.4129 0.4868 60.0282
0.010 1439.601 0.2963 0.2883 0.3037 59.9749
0.032 346.241 0.1962 0.1909 0.2010 59.9980
0.100 75.419 0.1564 0.1528 0.1607 60.0012
0.316 13.731 0.1603 0.1561 0.1645 59.9898
1.000 1.841 0.1660 0.1619 0.1704 59.9956
3.162 0.166 0.1707 0.1661 0.1750 59.9961
10.000 0.011 0.2440 0.2368 0.2545 59.9933
31.623 0.001 0.4422 0.3967 0.4835 59.9386
0.010 1439.601 0.3033 0.2967 0.3122 59.9774
0.032 346.241 0.1854 0.1807 0.1901 59.9961
0.100 75.419 0.1576 0.1541 0.1619 60.0020
0.316 13.731 0.1619 0.1579 0.1661 59.9953
1.000 1.841 0.1651 0.1609 0.1696 60.0003
3.162 0.166 0.1718 0.1672 0.1767 59.9922
10.000 0.011 0.2399 0.2317 0.2495 59.9806
31.623 0.001 0.4928 0.4547 0.5310 59.9201
0.010 1439.601 0.3033 0.2949 0.3097 59.9741
0.032 346.241 0.1851 0.1805 0.1899 59.9913
0.100 75.419 0.1553 0.1511 0.1590 59.9857
0.316 13.731 0.1644 0.1604 0.1688 60.0080
1.000 1.841 0.1640 0.1597 0.1678 60.0076
3.162 0.166 0.1679 0.1639 0.1729 59.9860
10.000 0.011 0.2446 0.2348 0.2518 60.0025
31.623 0.001 0.4482 0.4219 0.4909 60.0267
0.010 1439.601 0.2882 0.2806 0.2955 60.0128
0.032 346.241 0.1823 0.1775 0.1867 59.9849
0.100 75.419 0.1549 0.1507 0.1588 59.9808
0.316 13.731 0.1696 0.1653 0.1738 59.9901
1.000 1.841 0.1703 0.1658 0.1744 59.9845
3.162 0.166 0.1723 0.1681 0.1774 60.0108
10.000 0.011 0.2386 0.2296 0.2468 59.9960
31.623 0.001 0.4790 0.4460 0.5203 59.9766
0.010 1439.601 0.2993 0.2912 0.3063 59.9654
0.032 346.241 0.1853 0.1807 0.1902 59.9803
0.100 75.419 0.1606 0.1565 0.1648 59.9949
0.316 13.731 0.1535 0.1497 0.1576 59.9926
1.000 1.841 0.1680 0.1639 0.1723 59.9888
3.162 0.166 0.1655 0.1613 0.1702 59.9929
10.000 0.011 0.2459 0.2372 0.2554 59.9902
31.623 0.001 0.4790 0.4431 0.5191 59.9484
0.010 1439.601 0.2928 0.2854 0.3008 59.9784
0.032 346.241 0.1761 0.1721 0.1810 59.9929
0.100 75.419 0.1552 0.1512 0.1593 60.0021
0.316 13.731 0.1602 0.1560 0.1643 59.9864
1.000 1.841 0.1721 0.1686 0.1774 60.0045
3.162 0.166 0.1661 0.1613 0.1705 59.9869
10.000 0.011 0.2393 0.2318 0.2493 60.0105
31.623 0.001 0.4699 0.4357 0.5147 59.9906
0.010 1439.601 0.3051 0.2976 0.3133 59.9731
0.032 346.241 0.1907 0.1855 0.1951 59.9901
0.100 75.419 0.1660 0.1622 0.1708 59.9896
0.316 13.731 0.1654 0.1609 0.1694 59.9915
1.000 1.841 0.1740 0.1696 0.1781 59.9892
3.162 0.166 0.1658 0.1623 0.1711 59.9824
10.000 0.011 0.2279 0.2212 0.2383 59.9957
31.623 0.001 0.4354 0.4068 0.4778 59.9212
0.010 1439.601 0.2943 0.2859 0.3009 59.9828
0.032 346.241 0.1862 0.1823 0.1918 59.9808
0.100 75.419 0.1568 0.1536 0.1616 59.9802
0.316 13.731 0.1705 0.1664 0.1750 59.9886
1.000 1.841 0.1684 0.1644 0.1731 60.0002
3.162 0.166 0.1726 0.1677 0.1774 59.9929
10.000 0.011 0.2238 0.2149 0.2313 59.9990
31.623 0.001 0.4377 0.3998 0.4722 59.9993
0.010 1439.601 0.2924 0.2854 0.3005 59.9864
0.032 346.241 0.1833 0.1779 0.1871 59.9983
0.100 75.419 0.1593 0.1552 0.1639 59.9895
0.316 13.731 0.1709 0.1663 0.1748 59.9880
1.000 1.841 0.1684 0.1637 0.1724 59.9892
3.162 0.166 0.1688 0.1635 0.1726 59.9948
10.000 0.011 0.2323 0.2235 0.2403 59.9962
31.623 0.001 0.4865 0.4529 0.5282 60.0168
0.010 1439.601 0.3007 0.2920 0.3073 59.9805
0.032 346.241 0.1866 0.1812 0.1909 59.9975
0.100 75.419 0.1589 0.1558 0.1639 59.9874
0.316 13.731 0.1687 0.1646 0.1730 59.9867
1.000 1.841 0.1732 0.1686 0.1776 59.9832
3.162 0.166 0.1837 0.1785 0.1880 59.9792
10.000 0.011 0.2444 0.2348 0.2520 59.9875
31.623 0.001 0.4669 0.4323 0.5119 60.0646
0.010 1439.601 0.2896 0.2821 0.2968 59.9671
0.032 346.241 0.1887 0.1847 0.1942 59.9902
0.100 75.419 0.1678 0.1632 0.1716 59.9930
0.316 13.731 0.1671 0.1626 0.1708 59.9972
1.000 1.841 0.1743 0.1700 0.1791 60.0008
3.162 0.166 0.1714 0.1674 0.1763 60.0004
10.000 0.011 0.2447 0.2351 0.2537 59.9856
31.623 0.001 0.4510 0.4122 0.4858 59.8962
0.010 1439.601 0.2927 0.2847 0.3000 60.0038
0.032 346.241 0.1933 0.1879 0.1979 59.9958
0.100 75.419 0.1610 0.1569 0.1650 59.9985
0.316 13.731 0.1631 0.1591 0.1673 59.9942
1.000 1.841 0.1693 0.1655 0.1741 59.9911
3.162 0.166 0.1703 0.1655 0.1747 59.9930
10.000 0.011 0.2239 0.2169 0.2338 59.9928
31.623 0.001 0.4668 0.4192 0.5010 59.8875
0.010 1439.601 0.2968 0.2899 0.3047 59.9783
0.032 346.241 0.1836 0.1785 0.1877 59.9858
0.100 75.419 0.1578 0.1541 0.1621 59.9947
0.316 13.731 0.1592 0.1556 0.1638 60.0009
1.000 1.841 0.1756 0.1708 0.1796 59.9996
3.162 0.166 0.1712 0.1671 0.1762 60.0033
10.000 0.011 0.2416 0.2328 0.2507 60.0028
31.623 0.001 0.4737 0.4406 0.5139 60.0224
0.010 1439.601 0.3030 0.2962 0.3114 59.9681
0.032 346.241 0.2021 0.1966 0.2071 59.9878
0.100 75.419 0.1622 0.1574 0.1658 59.9807
0.316 13.731 0.1632 0.1598 0.1681 59.9921
1.000 1.841 0.1711 0.1667 0.1752 59.9965
3.162 0.166 0.1731 0.1681 0.1773 59.9865
10.000 0.011 0.2247 0.2179 0.2337 60.0026
31.623 0.001 0.4481 0.4173 0.4932 59.9370
0.010 1439.601 0.2891 0.2823 0.2973 59.9902
0.032 346.241 0.1892 0.1845 0.1940 59.9762
0.100 75.419 0.1577 0.1535 0.1615 59.9822
0.316 13.731 0.1632 0.1585 0.1673 59.9923
1.000 1.841 0.1661 0.1624 0.1708 60.0077
3.162 0.166 0.1740 0.1698 0.1793 59.9899
10.000 0.011 0.2403 0.2307 0.2484 60.0020
31.623 0.001 0.4871 0.4502 0.5305 59.9183
0.010 1439.601 0.3081 0.2997 0.3156 59.9850
0.032 346.241 0.1887 0.1840 0.1938 59.9828
0.100 75.419 0.1637 0.1596 0.1681 59.9851
0.316 13.731 0.1662 0.1620 0.1705 59.9884
1.000 1.841 0.1670 0.1632 0.1716 59.9883
3.162 0.166 0.1733 0.1689 0.1782 59.9953
10.000 0.011 0.2353 0.2275 0.2445 60.0363
31.623 0.001 0.4836 0.4390 0.5188 59.9222
0.010 1439.601 0.3019 0.2946 0.3100 59.9934
0.032 346.241 0.1984 0.1938 0.2038 59.9928
0.100 75.419 0.1630 0.1586 0.1669 59.9910
0.316 13.731 0.1705 0.1664 0.1751 59.9853
1.000 1.841 0.1687 0.1646 0.1733 59.9957
3.162 0.166 0.1762 0.1717 0.1816 59.9939
10.000 0.011 0.2376 0.2308 0.2480 59.9942
31.623 0.001 0.4492 0.4181 0.4879 59.9540
0.010 1439.601 0.2890 0.2814 0.2961 59.9733
0.032 346.241 0.1971 0.1923 0.2023 59.9839
0.100 75.419 0.1616 0.1565 0.1651 59.9871
0.316 13.731 0.1649 0.1612 0.1693 59.9894
1.000 1.841 0.1707 0.1665 0.1752 59.9952
3.162 0.166 0.1579 0.1539 0.1627 59.9985
10.000 0.011 0.2332 0.2242 0.2416 59.9891
31.623 0.001 0.4541 0.4147 0.4829 59.9807
0.010 1439.601 0.3021 0.2931 0.3091 59.9833
0.032 346.241 0.1912 0.1861 0.1960 59.9857
0.100 75.419 0.1664 0.1623 0.1710 59.9925
0.316 13.731 0.1634 0.1598 0.1682 59.9959
1.000 1.841 0.1623 0.1582 0.1666 59.9937
3.162 0.166 0.1707 0.1649 0.1744 59.9891
10.000 0.011 0.2353 0.2273 0.2440 59.9988
31.623 0.001 0.4610 0.4250 0.5002 59.9946
0.010 1439.601 0.3009 0.2920 0.3076 59.9750
0.032 346.241 0.1902 0.1848 0.1944 59.9869
0.100 75.419 0.1566 0.1521 0.1601 59.9925
0.316 13.731 0.1757 0.1713 0.1802 59.9797
1.000 1.841 0.1681 0.1631 0.1721 60.0036
3.162 0.166 0.1727 0.1678 0.1768 60.0007
10.000 0.011 0.2467 0.2374 0.2549 60.0003
31.623 0.001 0.4538 0.4231 0.4863 59.9704
0.010 1439.601 0.2868 0.2793 0.2943 59.9883
0.032 346.241 0.1808 0.1760 0.1857 59.9928
0.100 75.419 0.1618 0.1578 0.1659 59.9875
0.316 13.731 0.1634 0.1592 0.1678 59.9826
1.000 1.841 0.1687 0.1641 0.1729 59.9995
3.162 0.166 0.1700 0.1654 0.1744 59.9924
10.000 0.011 0.2231 0.2164 0.2329 60.0047
31.623 0.001 0.4623 0.4291 0.5002 59.9511
0.010 1439.601 0.3078 0.2998 0.3150 59.9767
0.032 346.241 0.1913 0.1875 0.1972 59.9829
0.100 75.419 0.1652 0.1617 0.1701 59.9856
0.316 13.731 0.1584 0.1549 0.1631 60.0026
1.000 1.841 0.1753 0.1697 0.1787 59.9997
3.162 0.166 0.1723 0.1677 0.1767 60.0033
10.000 0.011 0.2501 0.2391 0.2581 59.9779
31.623 0.001 0.4414 0.4051 0.4763 59.9445
0.010 1439.601 0.2999 0.2915 0.3072 59.9790
0.032 346.241 0.1939 0.1883 0.1982 60.0030
0.100 75.419 0.1597 0.1565 0.1650 59.9844
0.316 13.731 0.1593 0.1557 0.1637 59.9933
1.000 1.841 0.1692 0.1647 0.1734 59.9900
3.162 0.166 0.1793 0.1748 0.1842 60.0005
10.000 0.011 0.2245 0.2180 0.2341 60.0065
31.623 0.001 0.4617 0.4242 0.4899 60.0034
0.010 1439.601 0.3051 0.2959 0.3116 59.9743
0.032 346.241 0.1782 0.1735 0.1825 59.9841
0.100 75.419 0.1565 0.1523 0.1601 59.9984
0.316 13.731 0.1665 0.1615 0.1699 59.9915
1.000 1.841 0.1599 0.1562 0.1645 60.0107
3.162 0.166 0.1697 0.1653 0.1744 59.9869
10.000 0.011 0.2457 0.2364 0.2542 59.9965
31.623 0.001 0.4415 0.4116 0.4856 59.9419
0.010 1439.601 0.3035 0.2966 0.3125 59.9764
0.032 346.241 0.1872 0.1825 0.1916 59.9976
0.100 75.419 0.1693 0.1653 0.1740 59.9966
0.316 13.731 0.1659 0.1618 0.1700 59.9809
1.000 1.841 0.1686 0.1640 0.1727 59.9986
3.162 0.166 0.1725 0.1683 0.1775 60.0024
10.000 0.011 0.2461 0.2370 0.2552 60.0077
31.623 0.001 0.4612 0.4287 0.5040 59.9718
0.010 1439.601 0.2884 0.2821 0.2964 59.9849
0.032 346.241 0.1943 0.1898 0.1997 60.0046
0.100 75.419 0.1680 0.1632 0.1715 59.9870
0.316 13.731 0.1691 0.1647 0.1736 59.9986
1.000 1.841 0.1620 0.1589 0.1673 59.9963
3.162 0.166 0.1662 0.1623 0.1712 60.0007
10.000 0.011 0.2418 0.2341 0.2513 59.9703
31.623 0.001 0.4210 0.3972 0.4574 60.0474
0.010 1439.601 0.2909 0.2831 0.2978 60.0002
0.032 346.241 0.1865 0.1824 0.1920 59.9890
0.100 75.419 0.1626 0.1587 0.1667 59.9978
0.316 13.731 0.1675 0.1636 0.1719 59.9968
1.000 1.841 0.1623 0.1588 0.1670 60.0047
3.162 0.166 0.1683 0.1644 0.1730 59.9992
10.000 0.011 0.2393 0.2306 0.2478 59.9955
31.623 0.001 0.4784 0.4437 0.5199 60.0386
0.010 1439.601 0.2862 0.2791 0.2935 59.9880
0.032 346.241 0.1842 0.1799 0.1894 59.9859
0.100 75.419 0.1611 0.1577 0.1658 60.0006
0.316 13.731 0.1712 0.1666 0.1751 60.0025
1.000 1.841 0.1708 0.1665 0.1751 59.9944
3.162 0.166 0.1743 0.1698 0.1793 60.0021
10.000 0.011 0.2413 0.2329 0.2498 59.9872
31.623 0.001 0.4336 0.3974 0.4728 59.9487
0.010 1439.601 0.2974 0.2903 0.3053 59.9667
0.032 346.241 0.1786 0.1746 0.1840 59.9758
0.100 75.419 0.1622 0.1584 0.1666 59.9933
0.316 13.731 0.1643 0.1598 0.1679 59.9941
1.000 1.841 0.1683 0.1640 0.1726 59.9900
3.162 0.166 0.1721 0.1682 0.1775 59.9907
10.000 0.011 0.2549 0.2462 0.2639 59.9904
31.623 0.001 0.4765 0.4375 0.5150 60.0078
0.010 1439.601 0.2964 0.2889 0.3041 59.9803
0.032 346.241 0.1900 0.1847 0.1946 59.9941
0.100 75.419 0.1632 0.1586 0.1669 59.9954
0.316 13.731 0.1656 0.1615 0.1695 59.9970
1.000 1.841 0.1680 0.1631 0.1718 59.9955
3.162 0.166 0.1698 0.1650 0.1740 59.9968
10.000 0.011 0.2262 0.2182 0.2343 59.9980
31.623 0.001 0.4640 0.4257 0.4992 59.9769
0.010 1439.601 0.2974 0.2903 0.3052 59.9987
0.032 346.241 0.1925 0.1879 0.1979 59.9799
0.100 75.419 0.1540 0.1501 0.1578 59.9949
0.316 13.731 0.1660 0.1619 0.1705 59.9883
1.000 1.841 0.1682 0.1646 0.1731 60.0073
3.162 0.166 0.1696 0.1651 0.1743 59.9922
10.000 0.011 0.2359 0.2276 0.2447 59.9819
31.623 0.001 0.4340 0.4028 0.4721 60.0179
0.010 1439.601 0.2897 0.2820 0.2970 59.9780
0.032 346.241 0.1840 0.1792 0.1881 59.9957
0.100 75.419 0.1640 0.1599 0.1680 59.9924
0.316 13.731 0.1659 0.1621 0.1705 59.9939
1.000 1.841 0.1685 0.1637 0.1723 60.0051
3.162 0.166 0.1699 0.1653 0.1745 59.9960
10.000 0.011 0.2483 0.2394 0.2582 59.9975
31.623 0.001 0.4434 0.4043 0.4820 59.9602
0.010 1439.601 0.2954 0.2873 0.3023 59.9761
0.032 346.241 0.1819 0.1775 0.1874 59.9897
0.100 75.419 0.1565 0.1527 0.1607 59.9916
0.316 13.731 0.1642 0.1600 0.1683 59.9886
1.000 1.841 0.1681 0.1643 0.1729 59.9912
3.162 0.166 0.1708 0.1671 0.1761 60.0035
10.000 0.011 0.2316 0.2235 0.2401 60.0081
31.623 0.001 0.4545 0.4162 0.4915 60.0506
0.010 1439.601 0.3000 0.2932 0.3083 59.9975
0.032 346.241 0.1924 0.1872 0.1966 59.9879
0.100 75.419 0.1594 0.1543 0.1629 59.9933
0.316 13.731 0.1669 0.1630 0.1718 59.9972
1.000 1.841 0.1657 0.1618 0.1701 59.9950
3.162 0.166 0.1642 0.1598 0.1685 59.9916
10.000 0.011 0.2406 0.2341 0.2504 59.9871
31.623 0.001 0.4266 0.3994 0.4666 59.9422
0.010 1439.601 0.2877 0.2803 0.2953 59.9839
0.032 346.241 0.1897 0.1850 0.1947 59.9856
0.100 75.419 0.1647 0.1607 0.1694 60.0014
0.316 13.731 0.1686 0.1640 0.1727 59.9934
1.000 1.841 0.1683 0.1636 0.1722 59.9998
3.162 0.166 0.1756 0.1712 0.1805 60.0003
10.000 0.011 0.2450 0.2360 0.2521 59.9729
31.623 0.001 0.4535 0.4135 0.4853 60.0217
0.010 1439.601 0.2986 0.2927 0.3085 59.9771
0.032 346.241 0.1948 0.1898 0.1996 59.9890
0.100 75.419 0.1546 0.1507 0.1586 59.9974
0.316 13.731 0.1741 0.1694 0.1782 59.9899
1.000 1.841 0.1689 0.1644 0.1730 60.0054
3.162 0.166 0.1778 0.1732 0.1822 60.0060
10.000 0.011 0.2341 0.2262 0.2427 59.9893
31.623 0.001 0.4516 0.4197 0.4952 59.9868
0.010 1439.601 0.2942 0.2861 0.3009 59.9748
0.032 346.241 0.1896 0.1849 0.1946 59.9869
0.100 75.419 0.1609 0.1567 0.1649 59.9930
0.316 13.731 0.1588 0.1549 0.1632 60.0019
1.000 1.841 0.1719 0.1680 0.1768 59.9907
3.162 0.166 0.1661 0.1619 0.1711 59.9985
10.000 0.011 0.2405 0.2321 0.2489 59.9984
31.623 0.001 0.4370 0.4051 0.4684 60.0006
0.010 1439.601 0.3008 0.2927 0.3082 59.9849
0.032 346.241 0.1912 0.1853 0.1950 59.9769
0.100 75.419 0.1557 0.1523 0.1603 59.9961
0.316 13.731 0.1670 0.1628 0.1711 60.0033
1.000 1.841 0.1663 0.1617 0.1700 60.0055
3.162 0.166 0.1751 0.1704 0.1799 59.9919
10.000 0.011 0.2361 0.2269 0.2444 60.0135
31.623 0.001 0.4687 0.4353 0.5163 60.0350
0.010 1439.601 0.2901 0.2825 0.2979 59.9792
0.032 346.241 0.1955 0.1904 0.2001 59.9853
0.100 75.419 0.1600 0.1559 0.1642 59.9926
0.316 13.731 0.1608 0.1571 0.1654 60.0062
1.000 1.841 0.1597 0.1563 0.1647 60.0024
3.162 0.166 0.1751 0.1702 0.1794 59.9919
10.000 0.011 0.2291 0.2209 0.2383 59.9820
31.623 0.001 0.4432 0.4103 0.4906 59.9768
0.010 1439.601 0.2962 0.2890 0.3034 59.9825
0.032 346.241 0.1842 0.1793 0.1884 59.9865
0.100 75.419 0.1605 0.1565 0.1647 59.9876
0.316 13.731 0.1655 0.1622 0.1707 59.9942
1.000 1.841 0.1696 0.1654 0.1741 59.9972
3.162 0.166 0.1706 0.1669 0.1761 60.0010
10.000 0.011 0.2334 0.2251 0.2422 60.0094
31.623 0.001 0.4614 0.4334 0.5048 59.9622
0.010 1439.601 0.2890 0.2824 0.2970 59.9542
0.032 346.241 0.1822 0.1766 0.1861 59.9991
0.100 75.419 0.1587 0.1543 0.1623 60.0051
0.316 13.731 0.1560 0.1523 0.1604 59.9921
1.000 1.841 0.1618 0.1580 0.1667 59.9904
3.162 0.166 0.1698 0.1657 0.1747 59.9976
10.000 0.011 0.2397 0.2306 0.2483 59.9927
31.623 0.001 0.4349 0.4008 0.4794 59.9764
0.010 1439.601 0.3029 0.2936 0.3093 59.9788
0.032 346.241 0.1821 0.1783 0.1874 59.9897
0.100 75.419 0.1632 0.1590 0.1672 59.9867
0.316 13.731 0.1754 0.1713 0.1800 59.9996
1.000 1.841 0.1692 0.1647 0.1739 59.9849
3.162 0.166 0.1768 0.1710 0.1808 59.9934
10.000 0.011 0.2508 0.2410 0.2598 59.9903
31.623 0.001 0.4512 0.4238 0.4961 59.9868
0.010 1439.601 0.2919 0.2851 0.3005 59.9979
0.032 346.241 0.1860 0.1808 0.1903 59.9884
0.100 75.419 0.1650 0.1613 0.1697 59.9927
0.316 13.731 0.1671 0.1629 0.1717 59.9944
1.000 1.841 0.1596 0.1557 0.1636 59.9939
3.162 0.166 0.1695 0.1650 0.1742 59.9937
10.000 0.011 0.2396 0.2333 0.2502 59.9885
31.623 0.001 0.4507 0.4128 0.4904 59.9156
0.010 1439.601 0.3085 0.3005 0.3167 59.9934
0.032 346.241 0.1861 0.1814 0.1908 59.9890
0.100 75.419 0.1635 0.1593 0.1676 59.9923
0.316 13.731 0.1676 0.1639 0.1723 59.9935
1.000 1.841 0.1669 0.1625 0.1711 60.0044
3.162 0.166 0.1755 0.1709 0.1802 60.0029
10.000 0.011 0.2254 0.2165 0.2328 59.9796
31.623 0.001 0.4450 0.4154 0.4876 59.9647
0.010 1439.601 0.2921 0.2864 0.3011 59.9975
0.032 346.241 0.1914 0.1873 0.1971 59.9908
0.100 75.419 0.1582 0.1542 0.1623 59.9923
0.316 13.731 0.1686 0.1641 0.1725 59.9962
1.000 1.841 0.1647 0.1614 0.1700 59.9932
3.162 0.166 0.1650 0.1608 0.1696 59.9898
10.000 0.011 0.2336 0.2252 0.2422 59.9928
31.623 0.001 0.4318 0.3986 0.4715 59.9812
0.010 1439.601 0.3099 0.3026 0.3182 59.9825
0.032 346.241 0.1909 0.1872 0.1967 59.9853
0.100 75.419 0.1555 0.1524 0.1605 59.9867
0.316 13.731 0.1653 0.1620 0.1704 59.9876
1.000 1.841 0.1665 0.1624 0.1709 60.0090
3.162 0.166 0.1625 0.1589 0.1673 59.9904
10.000 0.011 0.2326 0.2234 0.2410 60.0159
31.623 0.001 0.4575 0.4261 0.5042 59.9249
0.010 1439.601 0.3021 0.2932 0.3086 59.9868
0.032 346.241 0.1839 0.1793 0.1886 59.9829
0.100 75.419 0.1637 0.1599 0.1683 59.9844
0.316 13.731 0.1675 0.1634 0.1721 59.9984
1.000 1.841 0.1688 0.1652 0.1738 59.9981
3.162 0.166 0.1688 0.1642 0.1728 59.9974
10.000 0.011 0.2366 0.2283 0.2445 59.9972
31.623 0.001 0.4280 0.3995 0.4695 59.9889
0.010 1439.601 0.3002 0.2918 0.3072 59.9893
0.032 346.241 0.1843 0.1797 0.1890 59.9963
0.100 75.419 0.1567 0.1532 0.1613 59.9953
0.316 13.731 0.1683 0.1634 0.1723 59.9984
1.000 1.841 0.1677 0.1638 0.1722 59.9873
3.162 0.166 0.1640 0.1598 0.1686 59.9955
10.000 0.011 0.2348 0.2255 0.2432 60.0188
31.623 0.001 0.4532 0.4223 0.4936 59.9859
0.010 1439.601 0.2950 0.2879 0.3031 59.9903
0.032 346.241 0.1910 0.1864 0.1957 59.9904
0.100 75.419 0.1600 0.1556 0.1637 59.9889
0.316 13.731 0.1671 0.1631 0.1714 59.9927
1.000 1.841 0.1764 0.1724 0.1814 59.9981
3.162 0.166 0.1769 0.1723 0.1816 59.9954
10.000 0.011 0.2438 0.2333 0.2515 59.9957
31.623 0.001 0.4964 0.4627 0.5405 60.0748
0.010 1439.601 0.3017 0.2948 0.3099 59.9787
0.032 346.241 0.1874 0.1830 0.1927 59.9814
0.100 75.419 0.1695 0.1646 0.1731 59.9940
0.316 13.731 0.1630 0.1589 0.1674 60.0103
1.000 1.841 0.1671 0.1636 0.1720 59.9965
3.162 0.166 0.1659 0.1618 0.1708 59.9901
10.000 0.011 0.2342 0.2254 0.2431 60.0218
31.623 0.001 0.4498 0.4178 0.4886 60.0049
0.010 1439.601 0.2912 0.2849 0.2998 59.9893
0.032 346.241 0.1894 0.1857 0.1954 60.0005
0.100 75.419 0.1621 0.1583 0.1670 60.0020
0.316 13.731 0.1654 0.1608 0.1689 59.9985
1.000 1.841 0.1626 0.1589 0.1673 59.9848
3.162 0.166 0.1737 0.1683 0.1775 59.9945
10.000 0.011 0.2242 0.2167 0.2329 59.9959
31.623 0.001 0.4909 0.4488 0.5253 59.9929
0.010 1439.601 0.2980 0.2905 0.3062 59.9845
0.032 346.241 0.1792 0.1742 0.1833 59.9801
0.100 75.419 0.1746 0.1701 0.1790 59.9967
0.316 13.731 0.1631 0.1592 0.1672 59.9883
1.000 1.841 0.1672 0.1628 0.1713 60.0008
3.162 0.166 0.1699 0.1659 0.1747 59.9832
10.000 0.011 0.2449 0.2358 0.2534 60.0117
31.623 0.001 0.4598 0.4192 0.4966 60.0270
0.010 1439.601 0.3048 0.2964 0.3116 59.9827
0.032 346.241 0.1798 0.1758 0.1848 59.9872
0.100 75.419 0.1612 0.1578 0.1665 59.9906
0.316 13.731 0.1641 0.1608 0.1690 59.9939
1.000 1.841 0.1667 0.1621 0.1707 59.9895
3.162 0.166 0.1688 0.1640 0.1733 60.0027
10.000 0.011 0.2366 0.2291 0.2460 59.9882
31.623 0.001 0.4701 0.4359 0.5117 59.9756
0.010 1439.601 0.2837 0.2781 0.2929 59.9899
0.032 346.241 0.1891 0.1846 0.1943 59.9943
0.100 75.419 0.1658 0.1619 0.1700 59.9930
0.316 13.731 0.1693 0.1641 0.1730 59.9905
1.000 1.841 0.1640 0.1598 0.1682 59.9994
3.162 0.166 0.1691 0.1655 0.1746 59.9990
10.000 0.011 0.2362 0.2276 0.2450 59.9840
31.623 0.001 0.4582 0.4198 0.4945 59.9337
0.010 1439.601 0.2869 0.2801 0.2955 59.9943
0.032 346.241 0.1838 0.1798 0.1890 59.9876
0.100 75.419 0.1571 0.1532 0.1611 59.9894
0.316 13.731 0.1665 0.1626 0.1710 59.9917
1.000 1.841 0.1647 0.1605 0.1690 59.9894
3.162 0.166 0.1771 0.1733 0.1828 59.9845
10.000 0.011 0.2378 0.2308 0.2481 59.9853
31.623 0.001 0.4863 0.4534 0.5242 60.0168
0.010 1439.601 0.2877 0.2817 0.2966 59.9848
0.032 346.241 0.1908 0.1861 0.1956 59.9944
0.100 75.419 0.1604 0.1570 0.1649 59.9993
0.316 13.731 0.1637 0.1599 0.1680 59.9934
1.000 1.841 0.1723 0.1677 0.1761 59.9889
3.162 0.166 0.1711 0.1668 0.1759 59.9945
10.000 0.011 0.2441 0.2358 0.2529 59.9908
31.623 0.001 0.4423 0.4126 0.4857 59.9846
0.010 1439.601 0.2904 0.2838 0.2984 59.9841
0.032 346.241 0.1798 0.1763 0.1856 59.9839
0.100 75.419 0.1599 0.1557 0.1638 59.9939
0.316 13.731 0.1678 0.1636 0.1720 59.9964
1.000 1.841 0.1708 0.1667 0.1755 59.9920
3.162 0.166 0.1665 0.1610 0.1700 59.9963
10.000 0.011 0.2379 0.2298 0.2471 59.9967
31.623 0.001 0.5019 0.4713 0.5420 60.0096
0.010 1439.601 0.2994 0.2927 0.3079 59.9690
0.032 346.241 0.1954 0.1899 0.1998 59.9861
0.100 75.419 0.1577 0.1535 0.1613 59.9977
0.316 13.731 0.1556 0.1518 0.1598 59.9880
1.000 1.841 0.1721 0.1680 0.1771 60.0028
3.162 0.166 0.1712 0.1661 0.1753 59.9926
10.000 0.011 0.2404 0.2330 0.2505 59.9919
31.623 0.001 0.4575 0.4242 0.4972 60.0689
0.010 1439.601 0.2933 0.2858 0.3007 59.9888
0.032 346.241 0.1801 0.1754 0.1845 59.9897
0.100 75.419 0.1616 0.1569 0.1649 59.9815
0.316 13.731 0.1600 0.1556 0.1643 60.0014
1.000 1.841 0.1749 0.1699 0.1789 60.0056
3.162 0.166 0.1790 0.1742 0.1839 59.9922
10.000 0.011 0.2418 0.2327 0.2511 60.0143
31.623 0.001 0.4938 0.4523 0.5331 59.9975
0.010 1439.601 0.3098 0.3020 0.3174 59.9929
0.032 346.241 0.1897 0.1849 0.1946 59.9774
0.100 75.419 0.1660 0.1611 0.1697 59.9935
0.316 13.731 0.1626 0.1579 0.1664 59.9950
1.000 1.841 0.1671 0.1623 0.1709 59.9985
3.162 0.166 0.1771 0.1733 0.1827 59.9949
10.000 0.011 0.2377 0.2297 0.2462 59.9990
31.623 0.001 0.4751 0.4311 0.5141 59.9597
0.010 1439.601 0.2930 0.2862 0.3009 59.9964
0.032 346.241 0.1887 0.1839 0.1932 59.9923
0.100 75.419 0.1620 0.1577 0.1659 59.9938
0.316 13.731 0.1578 0.1544 0.1624 59.9919
1.000 1.841 0.1677 0.1626 0.1712 59.9923
3.162 0.166 0.1736 0.1685 0.1779 60.0047
10.000 0.011 0.2312 0.2225 0.2394 60.0058
31.623 0.001 0.4467 0.4106 0.4829 60.0496
0.010 1439.601 0.3058 0.2977 0.3133 59.9708
0.032 346.241 0.1868 0.1822 0.1917 59.9802
0.100 75.419 0.1622 0.1582 0.1664 59.9860
0.316 13.731 0.1675 0.1632 0.1717 60.0145
1.000 1.841 0.1681 0.1636 0.1721 59.9967
3.162 0.166 0.1677 0.1647 0.1735 59.9905
10.000 0.011 0.2259 0.2206 0.2369 59.9941
31.623 0.001 0.4589 0.4189 0.4921 60.0108
